,Pais,Data,Decklist,Evento,Formato,Heroi,Resultado,Link do deck,Tipo de evento,Classe,Talento,Idade
1102,United States of America,05 Jan 2025,"Brodie Spurlock – Viserai, Rune Blood – ProQuest+ Atlanta",Pro Quest+ Atlanta,Classic Constructed,"Viserai, Rune Blood",1st,https://fabtcg.com/decklists/brodie-spurlock-viserai-rune-blood-pro-quest-atlanta/,pro quest,['Runeblade'],['nenhum'],['Adult']
1103,Canada,15 Dec 2024,"Jordan Jalbert-Ross – Bravo, Star of the Show – Battle Hardened: Chicago",Battle Hardened: Chicago,Living Legend,"Bravo, Star of the Show",1st,https://fabtcg.com/decklists/jordan-jalbert-ross-bravo-star-of-the-show-battle-hardened-chicago/,battle hardened,['Guardian'],['Elemental'],['Adult']
1104,United States of America,15 Dec 2024,"Christopher Iaali – Viserai, Rune Blood – Battle Hardened: Chicago",Battle Hardened: Chicago,Living Legend,"Viserai, Rune Blood",2nd,https://fabtcg.com/decklists/christopher-iaali-viserai-rune-blood-battle-hardened-chicago/,battle hardened,['Runeblade'],['nenhum'],['Adult']
1105,Canada,15 Dec 2024,"Aaron Shantz – Dromai, Ash Artist – Battle Hardened: Chicago",Battle Hardened: Chicago,Living Legend,"Dromai, Ash Artist",3rd,https://fabtcg.com/decklists/aaron-shantz-dromai-ash-artist-battle-hardened-chicago/,battle hardened,['Illusionist'],['Draconic'],['Adult']
1106,United States of America,15 Dec 2024,"Jude Cornett – Chane, Bound by Shadow – Battle Hardened: Chicago",Battle Hardened: Chicago,Living Legend,"Chane, Bound by Shadow",3rd,https://fabtcg.com/decklists/jude-cornett-chane-bound-by-shadow-battle-hardened-chicago/,battle hardened,['Runeblade'],['Shadow'],['Adult']
1107,Canada,15 Dec 2024,"Julien Bergeron – Viserai, Rune Blood – Battle Hardened: Chicago",Battle Hardened: Chicago,Living Legend,"Viserai, Rune Blood",5th,https://fabtcg.com/decklists/julien-bergeron-viserai-rune-blood-battle-hardened-chicago/,battle hardened,['Runeblade'],['nenhum'],['Adult']
1108,United States of America,15 Dec 2024,"Pat Eshghy – Florian, Rotwood Harbinger – Battle Hardened: Chicago",Battle Hardened: Chicago,Living Legend,"Florian, Rotwood Harbinger",5th,https://fabtcg.com/decklists/pat-eshghy-florian-rotwood-harbinger-battle-hardened-chicago/,battle hardened,['Runeblade'],['Elemental'],['Adult']
1109,United States of America,15 Dec 2024,"Jeremy Kruman – Zen, Tamer of Purpose – Battle Hardened: Chicago",Battle Hardened: Chicago,Living Legend,"Zen, Tamer of Purpose",5th,https://fabtcg.com/decklists/jeremy-kruman-zen-tamer-of-purpose-battle-hardened-chicago/,battle hardened,['Ninja'],['Mystic'],['Adult']
1110,United States of America,15 Dec 2024,Connor Bryant – Dash I/O – Battle Hardened: Chicago,Battle Hardened: Chicago,Living Legend,Dash I/O,5th,https://fabtcg.com/decklists/connor-bryant-dash-io-battle-hardened-chicago/,battle hardened,['Mechanologist'],['nenhum'],['Adult']
1111,United States of America,15 Dec 2024,"Rhys Owen – Bravo, Star of the Show – Skirmish Season 10 – 5C Gaming",Skirmish Season 10,Living Legend,"Bravo, Star of the Show",1st,https://fabtcg.com/decklists/rhys-owen-bravo-star-of-the-show-skirmish-season-10-5c-gaming/,skirmish,['Guardian'],['Elemental'],['Adult']
1112,United States of America,14 Dec 2024,"Michael Hamilton – Bravo, Star of the Show – Calling: Chicago",Calling: Chicago,Living Legend,"Bravo, Star of the Show",1st,https://fabtcg.com/decklists/michael-hamilton-bravo-star-of-the-show-calling-chicago/,calling,['Guardian'],['Elemental'],['Adult']
1113,United States of America,14 Dec 2024,"Easton Douglas – Bravo, Star of the Show – Calling: Chicago",Calling: Chicago,Living Legend,"Bravo, Star of the Show",2nd,https://fabtcg.com/decklists/easton-douglas-bravo-star-of-the-show-calling-chicago/,calling,['Guardian'],['Elemental'],['Adult']
1114,United States of America,14 Dec 2024,"Lucas Oswald – Bravo, Star of the Show – Calling: Chicago",Calling: Chicago,Living Legend,"Bravo, Star of the Show",3rd,https://fabtcg.com/decklists/lucas-oswald-bravo-star-of-the-show-calling-chicago/,calling,['Guardian'],['Elemental'],['Adult']
1115,Canada,14 Dec 2024,"Jimmy Niro Demers – Chane, Bound by Shadow – Calling: Chicago",Calling: Chicago,Living Legend,"Chane, Bound by Shadow",3rd,https://fabtcg.com/decklists/jimmy-niro-demers-chane-bound-by-shadow-calling-chicago/,calling,['Runeblade'],['Shadow'],['Adult']
1116,United States of America,14 Dec 2024,"Brian Lorenz – Bravo, Star of the Show – Calling: Chicago",Calling: Chicago,Living Legend,"Bravo, Star of the Show",5th,https://fabtcg.com/decklists/brian-lorenz-bravo-star-of-the-show-calling-chicago/,calling,['Guardian'],['Elemental'],['Adult']
1117,United States of America,14 Dec 2024,"Ryan Rich – Bravo, Star of the Show – Calling: Chicago",Calling: Chicago,Living Legend,"Bravo, Star of the Show",5th,https://fabtcg.com/decklists/ryan-rich-bravo-star-of-the-show-calling-chicago/,calling,['Guardian'],['Elemental'],['Adult']
1118,United States of America,14 Dec 2024,"Cody Williams – Chane, Bound by Shadow – Calling: Chicago",Calling: Chicago,Living Legend,"Chane, Bound by Shadow",5th,https://fabtcg.com/decklists/cody-williams-chane-bound-by-shadow-calling-chicago/,calling,['Runeblade'],['Shadow'],['Adult']
1119,United States of America,14 Dec 2024,"Raj Parikh – Viserai, Rune Blood – Calling: Chicago",Calling: Chicago,Living Legend,"Viserai, Rune Blood",5th,https://fabtcg.com/decklists/raj-parikh-viserai-rune-blood-calling-chicago/,calling,['Runeblade'],['nenhum'],['Adult']
1120,Canada,14 Dec 2024,Matt Muus – Enigma – Commoner Gold Foil,Commoner Gold Foil,Commoner,Enigma,1st,https://fabtcg.com/decklists/matt-muus-enigma-commoner-gold-foil/,commoner,['Illusionist'],['Mystic'],['Young']
1121,Mexico,14 Dec 2024,Luis Perez – Kayo – Skirmish Season 10 – TCG Quest,Skirmish Season 10,Blitz,Kayo,1st,https://fabtcg.com/decklists/luis-perez-kayo-skirmish-season-10-tcg-quest/,skirmish,['Brute'],['nenhum'],['Young']
1122,South Korea,13 Dec 2024,Dumpster Dive – No More Gambling,Dumpster Dive #9: Can We Get Much Lower? (So Low),Commoner,"Kayo, Berserker Runt",nao informado,https://fabtcg.com/decklists/dumpster-dive-no-more-gambling/,dumpster dive,['Brute'],['nenhum'],['Young']
1123,United States of America,13 Dec 2024,Dumpster Dive – Croonchants,Dumpster Dive #9: Can We Get Much Lower? (So Low),Commoner,Chane,nao informado,https://fabtcg.com/decklists/dumpster-dive-croonchants/,dumpster dive,['Runeblade'],['Shadow'],['Young']
1124,New Zealand,13 Dec 2024,Dumpster Dive – Alleyway Antics,Dumpster Dive #9: Can We Get Much Lower? (So Low),Commoner,Azalea,nao informado,https://fabtcg.com/decklists/dumpster-dive-alleyway-antics/,dumpster dive,['Ranger'],['nenhum'],['Young']
1125,United States of America,08 Dec 2024,"Christopher Iaali – Zen, Tamer of Purpose – Battle Hardened: Houston",Battle Hardened: Houston,Classic Constructed,"Zen, Tamer of Purpose",1st,https://fabtcg.com/decklists/christopher-iaali-zen-tamer-of-purpose-battle-hardened-houston/,battle hardened,['Ninja'],['Mystic'],['Adult']
1126,United States of America,08 Dec 2024,Simon Aguirre – Dash I/O – Battle Hardened: Houston,Battle Hardened: Houston,Classic Constructed,Dash I/O,2nd,https://fabtcg.com/decklists/simon-aguirre-dash-io-battle-hardened-houston/,battle hardened,['Mechanologist'],['nenhum'],['Adult']
1127,United States of America,08 Dec 2024,"Devon Killebrew – Enigma, Ledger of Ancestry – Battle Hardened: Houston",Battle Hardened: Houston,Classic Constructed,"Enigma, Ledger of Ancestry",3rd,https://fabtcg.com/decklists/devon-killebrew-enigma-ledger-of-ancestry-battle-hardened-houston/,battle hardened,['Illusionist'],['Mystic'],['Adult']
1128,United States of America,08 Dec 2024,"Evan Bridges – Aurora, Shooting Star – Battle Hardened: Houston",Battle Hardened: Houston,Classic Constructed,"Aurora, Shooting Star",3rd,https://fabtcg.com/decklists/evan-bridges-aurora-shooting-star-battle-hardened-houston/,battle hardened,['Runeblade'],['Elemental'],['Adult']
1129,United States of America,08 Dec 2024,"Taylor Nifong – Viserai, Rune Blood – Battle Hardened: Houston",Battle Hardened: Houston,Classic Constructed,"Viserai, Rune Blood",5th,https://fabtcg.com/decklists/taylor-nifong-viserai-rune-blood-battle-hardened-houston/,battle hardened,['Runeblade'],['nenhum'],['Adult']
1130,United States of America,08 Dec 2024,"Johnathan Esquivel – Vynnset, Iron Maiden – Battle Hardened: Houston",Battle Hardened: Houston,Classic Constructed,"Vynnset, Iron Maiden",5th,https://fabtcg.com/decklists/johnathan-esquivel-vynnset-iron-maiden-battle-hardened-houston/,battle hardened,['Runeblade'],['Shadow'],['Adult']
1131,United States of America,08 Dec 2024,"Randall Robinson – Zen, Tamer of Purpose – Battle Hardened: Houston",Battle Hardened: Houston,Classic Constructed,"Zen, Tamer of Purpose",5th,https://fabtcg.com/decklists/randall-robinson-zen-tamer-of-purpose-battle-hardened-houston/,battle hardened,['Ninja'],['Mystic'],['Adult']
1132,United States of America,08 Dec 2024,"Ravi Sharma – Viserai, Rune Blood – Battle Hardened: Houston",Battle Hardened: Houston,Classic Constructed,"Viserai, Rune Blood",5th,https://fabtcg.com/decklists/ravi-sharma-viserai-rune-blood-battle-hardened-houston/,battle hardened,['Runeblade'],['nenhum'],['Adult']
1133,Hong Kong,08 Dec 2024,"Nova Chan – Zen, Tamer of Purpose – Battle Hardened: Kuala Lumpur",Battle Hardened: Kuala Lumpur,Classic Constructed,"Zen, Tamer of Purpose",1st,https://fabtcg.com/decklists/nova-chan-zen-tamer-of-purpose-battle-hardened-kuala-lumpur/,battle hardened,['Ninja'],['Mystic'],['Adult']
1134,Malaysia,08 Dec 2024,"Ji Timm Lee – Florian, Rotwood Harbinger – Battle Hardened: Kuala Lumpur",Battle Hardened: Kuala Lumpur,Classic Constructed,"Florian, Rotwood Harbinger",2nd,https://fabtcg.com/decklists/ji-timm-lee-florian-rotwood-harbinger-battle-hardened-kuala-lumpur/,battle hardened,['Runeblade'],['Elemental'],['Adult']
1135,Australia,08 Dec 2024,"Alexander Dobler – Prism, Awakener of Sol – Battle Hardened: Kuala Lumpur",Battle Hardened: Kuala Lumpur,Classic Constructed,"Prism, Awakener of Sol",3rd,https://fabtcg.com/decklists/alexander-dobler-prism-awakener-of-sol-battle-hardened-kuala-lumpur/,battle hardened,['Illusionist'],['Light'],['Adult']
1136,Singapore,08 Dec 2024,"Winter Fong – Aurora, Shooting Star – Battle Hardened: Kuala Lumpur",Battle Hardened: Kuala Lumpur,Classic Constructed,"Aurora, Shooting Star",3rd,https://fabtcg.com/decklists/winter-fong-aurora-shooting-star-battle-hardened-kuala-lumpur/,battle hardened,['Runeblade'],['Elemental'],['Adult']
1137,Malaysia,08 Dec 2024,"Jamal Armand – Aurora, Shooting Star – Battle Hardened: Kuala Lumpur",Battle Hardened: Kuala Lumpur,Classic Constructed,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/jamal-armand-aurora-shooting-star-battle-hardened-kuala-lumpur/,battle hardened,['Runeblade'],['Elemental'],['Adult']
1138,Japan,08 Dec 2024,"Connor Leverton – Nuu, Alluring Desire – Battle Hardened: Kuala Lumpur",Battle Hardened: Kuala Lumpur,Classic Constructed,"Nuu, Alluring Desire",5th,https://fabtcg.com/decklists/connor-leverton-nuu-alluring-desire-battle-hardened-kuala-lumpur/,battle hardened,['Assassin'],['Mystic'],['Adult']
1139,Japan,08 Dec 2024,"Ran Sasaki – Aurora, Shooting Star – Battle Hardened: Kuala Lumpur",Battle Hardened: Kuala Lumpur,Classic Constructed,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/ran-sasaki-aurora-shooting-star-battle-hardened-kuala-lumpur/,battle hardened,['Runeblade'],['Elemental'],['Adult']
1140,Singapore,08 Dec 2024,"Denny Koh – Azalea, Ace in the Hole – Battle Hardened: Kuala Lumpur",Battle Hardened: Kuala Lumpur,Classic Constructed,"Azalea, Ace in the Hole",5th,https://fabtcg.com/decklists/denny-koh-azalea-ace-in-the-hole-battle-hardened-kuala-lumpur/,battle hardened,['Ranger'],['nenhum'],['Adult']
1141,New Zealand,08 Dec 2024,"Danne Blomfield – Kayo, Armed and Dangerous – Battle Hardened: Wellington",Battle Hardened: Wellington,Classic Constructed,"Kayo, Armed and Dangerous",1st,https://fabtcg.com/decklists/danne-blomfield-kayo-armed-and-dangerous-battle-hardened-wellington/,battle hardened,['Brute'],['nenhum'],['Adult']
1142,New Zealand,08 Dec 2024,"Lucas Ward – Enigma, Ledger of Ancestry – Battle Hardened: Wellington",Battle Hardened: Wellington,Classic Constructed,"Enigma, Ledger of Ancestry",2nd,https://fabtcg.com/decklists/lucas-ward-enigma-ledger-of-ancestry-battle-hardened-wellington/,battle hardened,['Illusionist'],['Mystic'],['Adult']
1143,New Zealand,08 Dec 2024,"Ben Dodd – Nuu, Alluring Desire – Battle Hardened: Wellington",Battle Hardened: Wellington,Classic Constructed,"Nuu, Alluring Desire",3rd,https://fabtcg.com/decklists/ben-dodd-nuu-alluring-desire-battle-hardened-wellington/,battle hardened,['Assassin'],['Mystic'],['Adult']
1144,New Zealand,08 Dec 2024,"Thomas Bailey Galbraith – Zen, Tamer of Purpose – Battle Hardened: Wellington",Battle Hardened: Wellington,Classic Constructed,"Zen, Tamer of Purpose",3rd,https://fabtcg.com/decklists/thomas-bailey-galbraith-zen-tamer-of-purpose-battle-hardened-wellington/,battle hardened,['Ninja'],['Mystic'],['Adult']
1145,New Zealand,08 Dec 2024,"Michael Collins – Enigma, Ledger of Ancestry – Battle Hardened: Wellington",Battle Hardened: Wellington,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/michael-collins-enigma-ledger-of-ancestry-battle-hardened-wellington/,battle hardened,['Illusionist'],['Mystic'],['Adult']
1146,New Zealand,08 Dec 2024,"Alexander McCallum – Enigma, Ledger of Ancestry – Battle Hardened: Wellington",Battle Hardened: Wellington,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/alexander-mccallum-enigma-ledger-of-ancestry-battle-hardened-wellington/,battle hardened,['Illusionist'],['Mystic'],['Adult']
1147,New Zealand,08 Dec 2024,"Amos Norris – Prism, Awakener of Sol – Battle Hardened: Wellington",Battle Hardened: Wellington,Classic Constructed,"Prism, Awakener of Sol",5th,https://fabtcg.com/decklists/amos-norris-prism-awakener-of-sol-battle-hardened-wellington/,battle hardened,['Illusionist'],['Light'],['Adult']
1148,New Zealand,08 Dec 2024,"Oliver Berry – Enigma, Ledger of Ancestry – Battle Hardened: Wellington",Battle Hardened: Wellington,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/oliver-berry-enigma-ledger-of-ancestry-battle-hardened-wellington/,battle hardened,['Illusionist'],['Mystic'],['Adult']
1149,Philippines,08 Dec 2024,Raymond Baligaya – Zen – Skirmish S10 – Neutral Grounds,Skirmish Season 10,Blitz,Zen,1st,https://fabtcg.com/decklists/raymond-baligaya-zen-skirmish-season-10-neutral-grounds/,skirmish,['Ninja'],['Mystic'],['Young']
1150,United States of America,08 Dec 2024,"Caleb Lolley – Dromai, Ash Artist – Skirmish S10 – Down to Game",Skirmish Season 10,Living Legend,"Dromai, Ash Artist",1st,https://fabtcg.com/decklists/caleb-lolley-dromai-ash-artist-skirmish-season-10-down-to-game/,skirmish,['Illusionist'],['Draconic'],['Adult']
1151,Australia,07 Dec 2024,"Nick Butcher – Zen, Tamer of Purpose – Calling: Kuala Lumpur",Calling: Kuala Lumpur,Classic Constructed,"Zen, Tamer of Purpose",1st,https://fabtcg.com/decklists/nick-butcher-zen-tamer-of-purpose-calling-kuala-lumpur/,calling,['Ninja'],['Mystic'],['Adult']
1152,Hong Kong,07 Dec 2024,"Pudding Tam – Aurora, Shooting Star – Calling: Kuala Lumpur",Calling: Kuala Lumpur,Classic Constructed,"Aurora, Shooting Star",2nd,https://fabtcg.com/decklists/pudding-tam-aurora-shooting-star-calling-kuala-lumpur/,calling,['Runeblade'],['Elemental'],['Adult']
1153,Japan,07 Dec 2024,"Shoma Yamamura – Ira, Scarlet Revenger – Calling: Kuala Lumpur",Calling: Kuala Lumpur,Classic Constructed,"Ira, Scarlet Revenger",3rd,https://fabtcg.com/decklists/shoma-yamamura-ira-scarlet-revenger-calling-kuala-lumpur/,calling,['Ninja'],['nenhum'],['Adult']
1154,United States of America,07 Dec 2024,"Brodie Spurlock – Viserai, Rune Blood – Calling: Kuala Lumpur",Calling: Kuala Lumpur,Classic Constructed,"Viserai, Rune Blood",3rd,https://fabtcg.com/decklists/brodie-spurlock-viserai-rune-blood-calling-kuala-lumpur/,calling,['Runeblade'],['nenhum'],['Adult']
1155,Singapore,07 Dec 2024,"Gordon Koh Koh – Nuu, Alluring Desire – Calling: Kuala Lumpur",Calling: Kuala Lumpur,Classic Constructed,"Nuu, Alluring Desire",5th,https://fabtcg.com/decklists/gordon-koh-koh-nuu-alluring-desire-calling-kuala-lumpur/,calling,['Assassin'],['Mystic'],['Adult']
1156,Singapore,07 Dec 2024,"Jin Han Toh – Aurora, Shooting Star – Calling: Kuala Lumpur",Calling: Kuala Lumpur,Classic Constructed,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/jin-han-toh-aurora-shooting-star-calling-kuala-lumpur/,calling,['Runeblade'],['Elemental'],['Adult']
1157,Singapore,07 Dec 2024,"Jason Chua – Zen, Tamer of Purpose – Calling: Kuala Lumpur",Calling: Kuala Lumpur,Classic Constructed,"Zen, Tamer of Purpose",5th,https://fabtcg.com/decklists/jason-chua-zen-tamer-of-purpose-calling-kuala-lumpur/,calling,['Ninja'],['Mystic'],['Adult']
1158,Singapore,07 Dec 2024,"Ivan Teo – Aurora, Shooting Star – Calling: Kuala Lumpur",Calling: Kuala Lumpur,Classic Constructed,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/ivan-teo-aurora-shooting-star-calling-kuala-lumpur/,calling,['Runeblade'],['Elemental'],['Adult']
1159,Taiwan,07 Dec 2024,Pei-Tung Liao – Iyslander – Commoner Gold Foil (02),Commoner Gold Foil,Commoner,Iyslander,1st,https://fabtcg.com/decklists/pei-tung-liao-iyslander-commoner-gold-foil-24/,commoner,['Wizard'],['Elemental'],['Young']
1160,France,01 Dec 2024,"Enki Dupaquier – Viserai, Rune Blood – Battle Hardened: Geneva",Battle Hardened: Geneva,Classic Constructed,"Viserai, Rune Blood",1st,https://fabtcg.com/decklists/enki-dupaquier-viserai-rune-blood-battle-hardened-geneva/,battle hardened,['Runeblade'],['nenhum'],['Adult']
1161,Denmark,01 Dec 2024,"Simon Nielsen – Zen, Tamer of Purpose – Battle Hardened: Geneva",Battle Hardened: Geneva,Classic Constructed,"Zen, Tamer of Purpose",2nd,https://fabtcg.com/decklists/simon-nielsen-zen-tamer-of-purpose-battle-hardened-geneva/,battle hardened,['Ninja'],['Mystic'],['Adult']
1162,France,01 Dec 2024,"Kevin Pennec – Enigma, Ledger of Ancestry – Battle Hardened: Geneva",Battle Hardened: Geneva,Classic Constructed,"Enigma, Ledger of Ancestry",3rd,https://fabtcg.com/decklists/kevin-pennec-enigma-ledger-of-ancestry-battle-hardened-geneva/,battle hardened,['Illusionist'],['Mystic'],['Adult']
1163,Switzerland,01 Dec 2024,"Theo Montero Ciscar – Aurora, Shooting Star – Battle Hardened: Geneva",Battle Hardened: Geneva,Classic Constructed,"Aurora, Shooting Star",3rd,https://fabtcg.com/decklists/theo-montero-ciscar-aurora-shooting-star-battle-hardened-geneva/,battle hardened,['Runeblade'],['Elemental'],['Adult']
